datetime,temperature,dewpoint,rain,snowfall,surface_pressure,cloudcover_total,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,winddirection_10m,shortwave_radiation,direct_solar_radiation,diffuse_radiation,latitude,longitude,data_block_id
2021-09-01 20:00:00,12.3,4.3,0.0,0.0,1008.3,33,20,25,0,6.194444444444445,342,2.0,0.0,2.0,59.4,24.7,2.0
2021-09-01 21:00:00,11.4,5.1,0.0,0.0,1008.8,27,17,20,0,6.25,347,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-01 22:00:00,11.2,5.3,0.0,0.0,1009.1,30,17,24,0,5.944444444444445,347,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-01 23:00:00,11.1,5.2,0.0,0.0,1009.4,22,14,16,0,6.027777777777778,345,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 00:00:00,10.9,5.3,0.0,0.0,1010.2,53,32,40,0,6.694444444444445,346,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 01:00:00,10.7,5.2,0.0,0.0,1010.2,14,9,9,0,6.194444444444445,342,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 02:00:00,10.5,5.2,0.0,0.0,1010.3,10,10,1,0,6.083333333333333,340,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 03:00:00,10.2,5.2,0.0,0.0,1010.6,10,11,1,0,5.833333333333333,338,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 04:00:00,10.2,5.3,0.0,0.0,1010.8,0,0,0,0,5.555555555555555,334,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 05:00:00,10.0,5.3,0.0,0.0,1011.1,2,2,0,0,5.472222222222222,329,0.0,0.0,0.0,59.4,24.7,2.0
2021-09-02 06:00:00,10.0,5.5,0.0,0.0,1011.0,0,0,0,0,5.444444444444445,324,9.0,3.0,6.0,59.4,24.7,2.0
2021-09-02 07:00:00,10.5,6.1,0.0,0.0,1011.1,1,0,2,0,5.333333333333333,320,90.0,54.0,36.0,59.4,24.7,2.0
2021-09-02 08:00:00,11.3,5.9,0.0,0.0,1011.2,3,1,3,0,5.611111111111111,319,215.0,156.0,59.0,59.4,24.7,2.0
2021-09-02 09:00:00,12.2,7.0,0.0,0.0,1011.2,10,4,11,0,5.805555555555555,316,341.0,269.0,72.0,59.4,24.7,2.0
2021-09-02 10:00:00,12.8,6.4,0.0,0.0,1011.5,13,6,13,0,6.083333333333333,312,439.0,347.0,92.0,59.4,24.7,2.0
2021-09-02 11:00:00,13.1,5.8,0.0,0.0,1011.2,43,16,45,4,6.25,310,434.0,310.0,124.0,59.4,24.7,3.0
2021-09-02 12:00:00,13.5,5.2,0.0,0.0,1011.0,38,15,32,16,5.972222222222222,305,491.0,353.0,138.0,59.4,24.7,3.0
2021-09-02 13:00:00,13.4,5.0,0.0,0.0,1010.8,51,12,51,32,6.361111111111111,298,426.0,264.0,162.0,59.4,24.7,3.0
2021-09-02 14:00:00,13.4,5.0,0.0,0.0,1010.3,71,42,50,12,6.972222222222222,295,362.0,176.0,186.0,59.4,24.7,3.0
2021-09-02 15:00:00,13.5,5.4,0.0,0.0,1009.7,91,42,83,10,7.527777777777778,293,363.0,227.0,136.0,59.4,24.7,3.0
2021-09-02 16:00:00,13.5,5.4,0.0,0.0,1009.3,100,57,87,55,8.13888888888889,291,268.0,157.0,111.0,59.4,24.7,3.0
2021-09-02 17:00:00,13.2,6.2,0.0,0.0,1008.6,100,83,95,23,7.666666666666667,290,144.0,43.0,101.0,59.4,24.7,3.0
2021-09-02 18:00:00,12.5,7.7,0.2,0.0,1007.9,100,82,100,6,6.75,285,48.0,4.0,44.0,59.4,24.7,3.0
2021-09-02 19:00:00,12.4,9.1,0.5,0.0,1006.7,100,93,100,0,6.638888888888889,281,10.0,0.0,10.0,59.4,24.7,3.0
2021-09-02 20:00:00,12.6,10.2,0.4,0.0,1005.9,100,65,99,1,7.5,286,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-02 21:00:00,12.7,10.4,0.2,0.0,1004.8,88,36,93,0,7.888888888888889,290,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-02 22:00:00,13.2,10.3,0.1,0.0,1003.9,68,13,93,0,7.972222222222222,288,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-02 23:00:00,13.4,10.0,0.1,0.0,1002.8,53,6,79,1,8.277777777777779,288,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 00:00:00,13.1,9.5,0.0,0.0,1002.2,49,14,56,9,8.5,297,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 01:00:00,12.9,8.9,0.0,0.0,1001.2,62,8,91,0,7.805555555555555,291,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 02:00:00,12.8,8.6,0.0,0.0,1000.6,74,25,86,0,8.444444444444445,294,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 03:00:00,12.6,8.2,0.0,0.0,999.7,73,21,89,1,8.472222222222221,300,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 04:00:00,12.4,7.7,0.0,0.0,999.4,64,13,87,0,8.444444444444445,304,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 05:00:00,12.1,7.0,0.0,0.0,999.0,35,13,39,0,8.694444444444445,308,0.0,0.0,0.0,59.4,24.7,3.0
2021-09-03 06:00:00,11.7,6.1,0.0,0.0,999.3,21,16,11,0,9.0,317,6.0,1.0,5.0,59.4,24.7,3.0
2021-09-03 07:00:00,11.0,5.4,0.2,0.0,999.9,40,24,30,0,9.0,331,44.0,13.0,31.0,59.4,24.7,3.0
2021-09-03 08:00:00,10.3,5.1,0.3,0.0,1001.0,44,29,30,0,8.694444444444445,345,135.0,74.0,61.0,59.4,24.7,3.0
2021-09-03 09:00:00,9.7,5.7,0.0,0.0,1001.6,19,14,11,0,7.916666666666667,350,228.0,138.0,90.0,59.4,24.7,3.0
2021-09-03 10:00:00,10.4,5.2,0.0,0.0,1002.4,14,12,5,0,7.805555555555555,350,384.0,275.0,109.0,59.4,24.7,3.0
2021-09-03 11:00:00,11.1,4.5,0.0,0.0,1003.3,23,19,10,0,7.527777777777778,349,494.0,386.0,108.0,59.4,24.7,4.0
2021-09-03 12:00:00,11.7,3.9,0.0,0.0,1004.4,26,23,8,0,6.416666666666667,349,514.0,393.0,121.0,59.4,24.7,4.0
2021-09-03 13:00:00,12.1,3.1,0.0,0.0,1005.0,29,16,24,0,6.138888888888889,341,472.0,348.0,124.0,59.4,24.7,4.0
2021-09-03 14:00:00,12.7,2.2,0.0,0.0,1005.3,50,29,39,0,6.583333333333333,330,434.0,310.0,124.0,59.4,24.7,4.0
2021-09-03 15:00:00,12.9,2.2,0.0,0.0,1005.5,52,31,40,0,7.027777777777778,324,370.0,202.0,168.0,59.4,24.7,4.0
2021-09-03 16:00:00,12.7,2.2,0.0,0.0,1005.8,73,54,41,0,7.083333333333333,320,253.0,89.0,164.0,59.4,24.7,4.0
2021-09-03 17:00:00,12.4,2.5,0.0,0.0,1005.9,38,21,32,0,7.027777777777778,320,173.0,70.0,103.0,59.4,24.7,4.0
2021-09-03 18:00:00,12.0,2.7,0.0,0.0,1006.2,31,14,31,0,6.694444444444445,325,144.0,93.0,51.0,59.4,24.7,4.0
2021-09-03 19:00:00,11.3,2.9,0.0,0.0,1006.7,52,29,44,0,6.527777777777778,335,43.0,22.0,21.0,59.4,24.7,4.0
2021-09-03 20:00:00,11.0,2.9,0.0,0.0,1007.1,40,20,37,0,6.222222222222222,336,1.0,0.0,1.0,59.4,24.7,4.0
2021-09-03 21:00:00,9.5,4.3,0.3,0.0,1007.5,22,14,16,0,6.083333333333333,335,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-03 22:00:00,9.5,4.4,0.0,0.0,1007.6,21,18,8,0,6.138888888888889,332,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-03 23:00:00,9.4,4.4,0.0,0.0,1008.2,19,16,8,0,6.361111111111111,330,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 00:00:00,9.3,4.5,0.0,0.0,1008.7,29,11,31,3,6.805555555555555,332,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 01:00:00,9.2,4.5,0.0,0.0,1008.8,23,14,18,0,6.5,329,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 02:00:00,9.1,4.5,0.0,0.0,1009.0,8,4,7,0,6.111111111111111,328,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 03:00:00,9.0,4.5,0.0,0.0,1009.0,2,1,2,0,5.777777777777778,326,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 04:00:00,8.8,4.5,0.0,0.0,1009.1,1,1,0,0,5.527777777777778,325,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 05:00:00,8.6,4.6,0.0,0.0,1009.4,2,2,0,0,5.166666666666667,324,0.0,0.0,0.0,59.4,24.7,4.0
2021-09-04 06:00:00,8.5,4.8,0.0,0.0,1009.8,4,3,2,1,4.861111111111111,323,7.0,2.0,5.0,59.4,24.7,4.0
2021-09-04 07:00:00,9.1,5.4,0.0,0.0,1010.1,5,4,3,0,4.833333333333333,320,81.0,47.0,34.0,59.4,24.7,4.0
2021-09-04 08:00:00,9.9,5.2,0.0,0.0,1010.5,15,10,10,1,5.333333333333333,326,203.0,145.0,58.0,59.4,24.7,4.0
2021-09-04 09:00:00,10.6,5.7,0.0,0.0,1010.8,15,12,6,1,5.055555555555555,330,323.0,244.0,79.0,59.4,24.7,4.0
2021-09-04 10:00:00,11.1,5.5,0.0,0.0,1011.2,15,15,3,0,4.75,332,402.0,286.0,116.0,59.4,24.7,4.0
2021-09-04 11:00:00,11.7,5.2,0.0,0.0,1011.5,24,20,10,0,4.777777777777778,334,514.0,425.0,89.0,59.4,24.7,5.0
2021-09-04 12:00:00,12.2,5.3,0.0,0.0,1012.2,33,25,17,0,4.583333333333333,340,562.0,455.0,107.0,59.4,24.7,5.0
2021-09-04 13:00:00,12.5,5.1,0.0,0.0,1012.2,34,13,37,0,5.361111111111111,339,576.0,464.0,112.0,59.4,24.7,5.0
2021-09-04 14:00:00,12.6,4.6,0.0,0.0,1012.5,27,17,20,0,5.611111111111111,338,521.0,400.0,121.0,59.4,24.7,5.0
2021-09-04 15:00:00,12.2,3.9,0.0,0.0,1012.7,37,20,32,0,5.861111111111111,340,457.0,352.0,105.0,59.4,24.7,5.0
2021-09-04 16:00:00,12.1,2.7,0.0,0.0,1013.1,24,3,36,0,5.777777777777778,342,330.0,226.0,104.0,59.4,24.7,5.0
2021-09-04 17:00:00,11.9,2.1,0.0,0.0,1013.3,22,1,35,0,5.638888888888889,343,276.0,207.0,69.0,59.4,24.7,5.0
2021-09-04 18:00:00,11.4,2.3,0.0,0.0,1013.6,24,3,35,0,5.416666666666667,344,146.0,96.0,50.0,59.4,24.7,5.0
2021-09-04 19:00:00,10.6,2.0,0.0,0.0,1013.9,27,3,41,0,5.25,346,43.0,22.0,21.0,59.4,24.7,5.0
2021-09-04 20:00:00,10.2,1.9,0.0,0.0,1014.7,23,4,33,0,5.027777777777778,347,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-04 21:00:00,9.5,1.8,0.0,0.0,1015.4,20,4,27,0,4.777777777777778,350,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-04 22:00:00,9.0,2.1,0.0,0.0,1015.8,35,15,36,0,4.75,353,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-04 23:00:00,8.8,2.4,0.0,0.0,1016.4,36,17,34,0,4.722222222222222,354,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 00:00:00,8.4,2.5,0.0,0.0,1017.2,24,5,33,0,4.805555555555555,359,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 01:00:00,8.2,2.7,0.0,0.0,1017.7,40,12,48,0,4.388888888888889,360,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 02:00:00,7.8,2.8,0.0,0.0,1017.9,33,13,36,0,4.0,359,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 03:00:00,7.6,3.0,0.0,0.0,1018.2,25,7,23,15,3.8333333333333335,354,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 04:00:00,7.3,3.0,0.0,0.0,1018.6,32,8,8,66,3.7777777777777777,349,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 05:00:00,7.2,3.1,0.0,0.0,1019.3,36,7,2,96,3.611111111111111,346,0.0,0.0,0.0,59.4,24.7,5.0
2021-09-05 06:00:00,7.1,3.1,0.0,0.0,1019.6,36,8,0,96,3.611111111111111,341,5.0,1.0,4.0,59.4,24.7,5.0
2021-09-05 07:00:00,7.9,3.3,0.0,0.0,1020.0,33,4,0,98,3.6666666666666665,338,67.0,20.0,47.0,59.4,24.7,5.0
2021-09-05 08:00:00,8.8,2.7,0.0,0.0,1020.5,52,19,8,99,4.305555555555555,338,154.0,47.0,107.0,59.4,24.7,5.0
2021-09-05 09:00:00,9.4,3.2,0.0,0.0,1021.1,82,20,58,99,4.333333333333333,334,226.0,67.0,159.0,59.4,24.7,5.0
2021-09-05 10:00:00,10.2,2.7,0.0,0.0,1021.6,92,10,88,99,4.305555555555555,329,313.0,126.0,187.0,59.4,24.7,5.0
2021-09-05 11:00:00,10.9,2.5,0.0,0.0,1021.7,93,5,99,98,4.222222222222222,324,387.0,152.0,235.0,59.4,24.7,6.0
2021-09-05 12:00:00,11.6,2.7,0.0,0.0,1022.0,100,38,94,87,4.777777777777778,323,462.0,215.0,247.0,59.4,24.7,6.0
2021-09-05 13:00:00,12.0,2.5,0.0,0.0,1021.8,100,60,82,79,4.527777777777778,315,446.0,238.0,208.0,59.4,24.7,6.0
2021-09-05 14:00:00,12.3,2.5,0.0,0.0,1021.4,100,58,52,96,4.694444444444445,304,449.0,327.0,122.0,59.4,24.7,6.0
2021-09-05 15:00:00,12.3,2.6,0.0,0.0,1021.3,82,50,12,98,5.027777777777778,291,342.0,136.0,206.0,59.4,24.7,6.0
2021-09-05 16:00:00,12.2,2.4,0.0,0.0,1021.2,100,65,28,98,5.75,287,265.0,91.0,174.0,59.4,24.7,6.0
2021-09-05 17:00:00,11.8,3.1,0.0,0.0,1020.8,100,54,81,100,5.638888888888889,282,111.0,9.0,102.0,59.4,24.7,6.0
2021-09-05 18:00:00,11.5,3.3,0.0,0.0,1020.7,100,38,99,100,5.305555555555555,281,74.0,2.0,72.0,59.4,24.7,6.0
2021-09-05 19:00:00,11.1,3.3,0.0,0.0,1020.6,100,43,98,99,4.972222222222222,280,21.0,0.0,21.0,59.4,24.7,6.0
2021-09-05 20:00:00,10.7,3.7,0.0,0.0,1020.9,100,34,98,100,4.833333333333333,277,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-05 21:00:00,10.4,3.8,0.0,0.0,1020.8,96,9,97,100,4.694444444444445,271,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-05 22:00:00,10.3,4.1,0.0,0.0,1020.7,90,2,98,98,4.666666666666667,261,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-05 23:00:00,10.1,4.5,0.0,0.0,1020.4,86,0,96,95,4.638888888888889,251,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 00:00:00,10.1,4.8,0.0,0.0,1020.1,87,1,100,87,4.722222222222222,249,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 01:00:00,9.9,5.2,0.0,0.0,1019.7,90,4,99,89,4.888888888888889,242,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 02:00:00,9.9,5.7,0.1,0.0,1019.2,100,24,97,84,5.222222222222222,234,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 03:00:00,9.9,6.2,0.3,0.0,1018.8,100,43,97,33,5.583333333333333,227,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 04:00:00,9.8,6.8,0.6,0.0,1018.6,100,46,97,10,5.805555555555555,226,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 05:00:00,9.9,7.6,0.7,0.0,1018.4,100,43,90,58,5.722222222222222,227,0.0,0.0,0.0,59.4,24.7,6.0
2021-09-06 06:00:00,10.1,8.3,0.6,0.0,1017.8,95,27,71,93,5.611111111111111,229,2.0,0.0,2.0,59.4,24.7,6.0
2021-09-06 07:00:00,10.6,9.1,0.5,0.0,1017.5,71,18,42,98,5.472222222222222,232,27.0,8.0,19.0,59.4,24.7,6.0
2021-09-06 08:00:00,11.5,10.2,0.2,0.0,1017.2,69,20,37,97,5.055555555555555,236,111.0,39.0,72.0,59.4,24.7,6.0
2021-09-06 09:00:00,13.5,11.2,0.0,0.0,1017.2,89,44,33,98,5.638888888888889,245,222.0,103.0,119.0,59.4,24.7,6.0
2021-09-06 10:00:00,14.7,11.7,0.1,0.0,1017.1,78,29,37,100,5.5,251,266.0,101.0,165.0,59.4,24.7,6.0
2021-09-06 11:00:00,15.4,11.5,0.1,0.0,1017.0,100,43,56,100,5.111111111111111,253,344.0,161.0,183.0,59.4,24.7,7.0
2021-09-06 12:00:00,15.3,11.2,0.3,0.0,1017.0,100,61,88,100,5.0,254,326.0,134.0,192.0,59.4,24.7,7.0
2021-09-06 13:00:00,15.2,11.6,0.3,0.0,1016.9,100,72,95,99,4.944444444444445,256,284.0,97.0,187.0,59.4,24.7,7.0
2021-09-06 14:00:00,15.3,11.8,0.1,0.0,1016.5,96,21,81,95,4.694444444444445,258,277.0,118.0,159.0,59.4,24.7,7.0
2021-09-06 15:00:00,14.9,12.1,0.2,0.0,1016.2,75,19,55,84,4.972222222222222,261,258.0,124.0,134.0,59.4,24.7,7.0
2021-09-06 16:00:00,14.9,12.5,0.0,0.0,1015.8,48,18,29,47,4.916666666666667,268,259.0,162.0,97.0,59.4,24.7,7.0
2021-09-06 17:00:00,14.7,12.3,0.1,0.0,1015.6,43,13,17,69,4.805555555555555,269,238.0,154.0,84.0,59.4,24.7,7.0
2021-09-06 18:00:00,14.1,11.9,0.0,0.0,1015.8,49,15,9,99,4.694444444444445,270,120.0,67.0,53.0,59.4,24.7,7.0
2021-09-06 19:00:00,13.2,11.7,0.0,0.0,1015.8,46,14,6,100,4.611111111111111,270,30.0,9.0,21.0,59.4,24.7,7.0
2021-09-06 20:00:00,12.6,11.5,0.0,0.0,1015.7,41,10,4,100,4.388888888888889,271,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-06 21:00:00,12.4,11.0,0.0,0.0,1015.6,32,2,0,100,4.305555555555555,274,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-06 22:00:00,12.2,10.6,0.0,0.0,1015.7,33,4,0,97,4.138888888888889,277,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-06 23:00:00,11.8,10.2,0.0,0.0,1015.7,26,0,4,78,3.7222222222222223,278,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 00:00:00,11.5,9.9,0.0,0.0,1016.0,10,3,6,14,3.8333333333333335,279,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 01:00:00,11.0,9.6,0.0,0.0,1015.9,1,1,0,0,3.638888888888889,279,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 02:00:00,10.8,9.3,0.0,0.0,1015.7,11,4,4,17,3.4444444444444446,280,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 03:00:00,10.6,9.3,0.0,0.0,1015.9,21,6,6,39,3.138888888888889,277,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 04:00:00,10.5,9.2,0.0,0.0,1015.7,22,12,9,20,2.805555555555556,272,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 05:00:00,10.3,9.1,0.0,0.0,1015.6,22,13,8,20,2.7222222222222223,264,0.0,0.0,0.0,59.4,24.7,7.0
2021-09-07 06:00:00,10.3,9.4,0.0,0.0,1015.7,27,14,8,31,2.9722222222222223,256,4.0,1.0,3.0,59.4,24.7,7.0
2021-09-07 07:00:00,11.5,10.7,0.0,0.0,1015.8,43,23,15,44,3.1666666666666665,252,56.0,19.0,37.0,59.4,24.7,7.0
2021-09-07 08:00:00,12.7,11.6,0.0,0.0,1015.7,49,30,11,52,3.1666666666666665,252,107.0,37.0,70.0,59.4,24.7,7.0
2021-09-07 09:00:00,14.2,11.4,0.0,0.0,1015.7,87,58,9,99,4.222222222222222,256,202.0,101.0,101.0,59.4,24.7,7.0
2021-09-07 10:00:00,15.1,12.1,0.0,0.0,1015.8,90,61,8,100,4.444444444444445,256,269.0,134.0,135.0,59.4,24.7,7.0
2021-09-07 11:00:00,15.7,12.6,0.1,0.0,1015.5,97,52,34,99,5.083333333333333,255,316.0,147.0,169.0,59.4,24.7,8.0
2021-09-07 12:00:00,16.0,12.6,0.2,0.0,1015.4,100,85,7,100,5.222222222222222,250,308.0,110.0,198.0,59.4,24.7,8.0
2021-09-07 13:00:00,16.2,12.1,0.2,0.0,1015.3,85,48,19,100,5.694444444444445,248,299.0,74.0,225.0,59.4,24.7,8.0
2021-09-07 14:00:00,16.2,12.0,0.2,0.0,1015.1,100,37,88,100,6.083333333333333,250,261.0,35.0,226.0,59.4,24.7,8.0
2021-09-07 15:00:00,15.9,11.9,0.0,0.0,1014.8,100,35,94,100,6.305555555555555,247,201.0,24.0,177.0,59.4,24.7,8.0
2021-09-07 16:00:00,15.6,12.1,0.0,0.0,1014.3,100,25,91,100,6.5,245,152.0,13.0,139.0,59.4,24.7,8.0
2021-09-07 17:00:00,15.4,12.0,0.0,0.0,1013.8,100,44,92,97,6.944444444444445,247,149.0,20.0,129.0,59.4,24.7,8.0
2021-09-07 18:00:00,14.8,12.1,0.0,0.0,1013.3,100,46,98,53,6.583333333333333,248,87.0,13.0,74.0,59.4,24.7,8.0
2021-09-07 19:00:00,14.2,12.0,0.0,0.0,1012.9,100,54,100,98,6.361111111111111,248,20.0,1.0,19.0,59.4,24.7,8.0
2021-09-07 20:00:00,13.9,12.0,0.0,0.0,1012.6,100,59,100,97,6.444444444444445,246,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-07 21:00:00,14.0,12.0,0.0,0.0,1012.1,100,34,97,86,6.222222222222222,242,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-07 22:00:00,14.1,12.1,0.0,0.0,1012.0,81,20,95,21,6.277777777777778,241,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-07 23:00:00,14.2,12.1,0.0,0.0,1011.3,74,20,87,14,6.083333333333333,240,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 00:00:00,14.4,12.2,0.0,0.0,1011.0,78,30,83,5,5.916666666666667,242,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 01:00:00,14.5,12.3,0.0,0.0,1010.5,22,17,5,14,5.861111111111111,245,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 02:00:00,14.4,12.5,0.0,0.0,1010.3,15,12,5,4,5.916666666666667,248,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 03:00:00,14.4,12.8,0.0,0.0,1009.9,9,8,1,3,5.805555555555555,249,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 04:00:00,14.3,13.1,0.0,0.0,1009.8,20,18,7,0,5.694444444444445,248,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 05:00:00,14.1,13.3,0.0,0.0,1009.7,35,25,21,1,5.777777777777778,244,0.0,0.0,0.0,59.4,24.7,8.0
2021-09-08 06:00:00,14.2,13.4,0.0,0.0,1009.6,100,36,79,87,5.944444444444445,245,2.0,0.0,2.0,59.4,24.7,8.0
2021-09-08 07:00:00,14.7,13.6,0.0,0.0,1009.4,100,53,65,57,5.944444444444445,243,53.0,23.0,30.0,59.4,24.7,8.0
2021-09-08 08:00:00,15.5,13.6,0.0,0.0,1009.4,100,77,39,69,6.888888888888889,244,138.0,59.0,79.0,59.4,24.7,8.0
2021-09-08 09:00:00,15.9,13.8,0.0,0.0,1009.3,100,80,37,96,7.444444444444445,248,156.0,44.0,112.0,59.4,24.7,8.0
2021-09-08 10:00:00,16.2,13.8,0.0,0.0,1009.1,100,83,61,98,7.944444444444445,249,175.0,26.0,149.0,59.4,24.7,8.0
2021-09-08 11:00:00,16.2,13.8,0.0,0.0,1008.9,100,95,74,93,8.472222222222221,247,153.0,10.0,143.0,59.4,24.7,9.0
2021-09-08 12:00:00,16.4,14.0,0.1,0.0,1009.0,100,100,88,88,7.75,243,207.0,32.0,175.0,59.4,24.7,9.0
2021-09-08 13:00:00,16.2,14.2,0.3,0.0,1008.7,100,100,32,80,7.777777777777778,244,192.0,18.0,174.0,59.4,24.7,9.0
