product_type,county,eic_count,installed_capacity,is_business,date,data_block_id
2,0,17,166.4,0,2021-09-09,10
3,0,687,7199.88,0,2021-09-09,10
0,0,5,400.0,1,2021-09-09,10
1,0,43,1411.0,1,2021-09-09,10
3,0,266,13467.79,1,2021-09-09,10
1,0,108,952.89,0,2021-09-10,11
2,0,17,166.4,0,2021-09-10,11
3,0,687,7199.88,0,2021-09-10,11
0,0,5,400.0,1,2021-09-10,11
1,0,43,1411.0,1,2021-09-10,11
3,0,266,13467.79,1,2021-09-10,11
1,0,108,952.89,0,2021-09-11,12
2,0,17,166.4,0,2021-09-11,12
3,0,687,7199.88,0,2021-09-11,12
0,0,5,400.0,1,2021-09-11,12
1,0,43,1411.0,1,2021-09-11,12
3,0,266,13467.79,1,2021-09-11,12
1,0,108,952.89,0,2021-09-12,13
2,0,17,166.4,0,2021-09-12,13
3,0,687,7199.88,0,2021-09-12,13
0,0,5,400.0,1,2021-09-12,13
1,0,43,1411.0,1,2021-09-12,13
3,0,266,13467.79,1,2021-09-12,13
1,0,108,952.89,0,2021-09-13,14
2,0,17,166.4,0,2021-09-13,14
3,0,687,7199.88,0,2021-09-13,14
0,0,5,400.0,1,2021-09-13,14
1,0,43,1411.0,1,2021-09-13,14
3,0,266,13467.79,1,2021-09-13,14
1,0,108,952.89,0,2021-09-14,15
2,0,17,166.4,0,2021-09-14,15
3,0,687,7199.88,0,2021-09-14,15
0,0,5,400.0,1,2021-09-14,15
1,0,43,1411.0,1,2021-09-14,15
3,0,266,13467.79,1,2021-09-14,15
1,0,108,952.89,0,2021-09-15,16
2,0,17,166.4,0,2021-09-15,16
3,0,687,7199.88,0,2021-09-15,16
0,0,5,400.0,1,2021-09-15,16
1,0,43,1411.0,1,2021-09-15,16
3,0,266,13467.79,1,2021-09-15,16
1,0,108,952.89,0,2021-09-16,17
2,0,17,166.4,0,2021-09-16,17
3,0,687,7199.88,0,2021-09-16,17
0,0,5,400.0,1,2021-09-16,17
1,0,43,1411.0,1,2021-09-16,17
3,0,266,13467.79,1,2021-09-16,17
1,0,108,952.89,0,2021-09-17,18
2,0,17,166.4,0,2021-09-17,18
3,0,687,7199.88,0,2021-09-17,18
0,0,5,400.0,1,2021-09-17,18
1,0,43,1411.0,1,2021-09-17,18
3,0,266,13467.79,1,2021-09-17,18
1,0,108,952.89,0,2021-09-18,19
2,0,17,166.4,0,2021-09-18,19
3,0,687,7199.88,0,2021-09-18,19
0,0,5,400.0,1,2021-09-18,19
1,0,43,1411.0,1,2021-09-18,19
3,0,266,13467.79,1,2021-09-18,19
1,0,109,959.89,0,2021-09-19,20
2,0,17,166.4,0,2021-09-19,20
3,0,686,7192.88,0,2021-09-19,20
0,0,5,400.0,1,2021-09-19,20
1,0,43,1411.0,1,2021-09-19,20
3,0,266,13467.79,1,2021-09-19,20
1,0,109,959.89,0,2021-09-20,21
2,0,17,166.4,0,2021-09-20,21
3,0,686,7192.88,0,2021-09-20,21
0,0,5,400.0,1,2021-09-20,21
1,0,43,1411.0,1,2021-09-20,21
3,0,266,13467.79,1,2021-09-20,21
1,0,109,959.89,0,2021-09-21,22
2,0,17,166.4,0,2021-09-21,22
3,0,686,7192.88,0,2021-09-21,22
0,0,5,400.0,1,2021-09-21,22
1,0,43,1411.0,1,2021-09-21,22
3,0,266,13467.79,1,2021-09-21,22
1,0,109,959.89,0,2021-09-22,23
2,0,17,166.4,0,2021-09-22,23
3,0,686,7192.88,0,2021-09-22,23
0,0,5,400.0,1,2021-09-22,23
1,0,43,1411.0,1,2021-09-22,23
3,0,266,13467.79,1,2021-09-22,23
1,0,109,959.89,0,2021-09-23,24
2,0,17,166.4,0,2021-09-23,24
3,0,686,7192.88,0,2021-09-23,24
0,0,5,400.0,1,2021-09-23,24
1,0,43,1411.0,1,2021-09-23,24
3,0,266,13467.79,1,2021-09-23,24
1,0,109,959.89,0,2021-09-24,25
2,0,17,166.4,0,2021-09-24,25
3,0,686,7192.88,0,2021-09-24,25
0,0,5,400.0,1,2021-09-24,25
1,0,43,1411.0,1,2021-09-24,25
3,0,266,13467.79,1,2021-09-24,25
1,0,109,959.89,0,2021-09-25,26
2,0,17,166.4,0,2021-09-25,26
3,0,686,7192.88,0,2021-09-25,26
0,0,5,400.0,1,2021-09-25,26
1,0,43,1411.0,1,2021-09-25,26
3,0,266,13467.79,1,2021-09-25,26
1,0,109,959.89,0,2021-09-26,27
2,0,17,166.4,0,2021-09-26,27
3,0,686,7192.88,0,2021-09-26,27
0,0,5,400.0,1,2021-09-26,27
1,0,43,1411.0,1,2021-09-26,27
3,0,266,13467.79,1,2021-09-26,27
1,0,109,959.89,0,2021-09-27,28
2,0,17,166.4,0,2021-09-27,28
3,0,686,7192.88,0,2021-09-27,28
0,0,5,400.0,1,2021-09-27,28
1,0,43,1411.0,1,2021-09-27,28
3,0,266,13467.79,1,2021-09-27,28
1,0,109,959.89,0,2021-09-28,29
2,0,17,166.4,0,2021-09-28,29
3,0,686,7192.88,0,2021-09-28,29
0,0,5,400.0,1,2021-09-28,29
1,0,43,1411.0,1,2021-09-28,29
3,0,266,13467.79,1,2021-09-28,29
1,0,109,959.89,0,2021-09-29,30
2,0,17,166.4,0,2021-09-29,30
3,0,686,7192.88,0,2021-09-29,30
0,0,5,400.0,1,2021-09-29,30
1,0,43,1411.0,1,2021-09-29,30
3,0,266,13467.79,1,2021-09-29,30
1,0,109,959.89,0,2021-09-30,31
2,0,17,166.4,0,2021-09-30,31
3,0,686,7192.88,0,2021-09-30,31
0,0,5,400.0,1,2021-09-30,31
1,0,43,1411.0,1,2021-09-30,31
3,0,266,13467.79,1,2021-09-30,31
1,0,127,1097.59,0,2021-10-01,32
2,0,18,145.4,0,2021-10-01,32
3,0,708,7370.38,0,2021-10-01,32
0,0,6,450.0,1,2021-10-01,32
1,0,49,1543.5,1,2021-10-01,32
2,0,6,16.0,1,2021-10-01,32
3,0,278,13844.49,1,2021-10-01,32
1,0,127,1097.59,0,2021-10-02,33
2,0,18,145.4,0,2021-10-02,33
3,0,708,7370.38,0,2021-10-02,33
0,0,6,450.0,1,2021-10-02,33
1,0,49,1543.5,1,2021-10-02,33
2,0,6,16.0,1,2021-10-02,33
3,0,278,13844.49,1,2021-10-02,33
1,0,127,1097.59,0,2021-10-03,34
2,0,18,145.4,0,2021-10-03,34
3,0,708,7370.38,0,2021-10-03,34
0,0,6,450.0,1,2021-10-03,34
1,0,49,1543.5,1,2021-10-03,34
2,0,6,16.0,1,2021-10-03,34
3,0,278,13844.49,1,2021-10-03,34
1,0,127,1097.59,0,2021-10-04,35
2,0,18,145.4,0,2021-10-04,35
3,0,708,7370.38,0,2021-10-04,35
0,0,6,450.0,1,2021-10-04,35
1,0,49,1543.5,1,2021-10-04,35
2,0,6,16.0,1,2021-10-04,35
3,0,278,13844.49,1,2021-10-04,35
1,0,127,1097.59,0,2021-10-05,36
2,0,18,145.4,0,2021-10-05,36
3,0,708,7370.38,0,2021-10-05,36
0,0,6,450.0,1,2021-10-05,36
1,0,49,1543.5,1,2021-10-05,36
2,0,6,16.0,1,2021-10-05,36
3,0,278,13844.49,1,2021-10-05,36
1,0,127,1097.59,0,2021-10-06,37
2,0,18,145.4,0,2021-10-06,37
3,0,708,7370.38,0,2021-10-06,37
0,0,6,450.0,1,2021-10-06,37
1,0,49,1543.5,1,2021-10-06,37
2,0,6,16.0,1,2021-10-06,37
3,0,278,13844.49,1,2021-10-06,37
1,0,127,1097.59,0,2021-10-07,38
2,0,18,145.4,0,2021-10-07,38
3,0,708,7370.38,0,2021-10-07,38
0,0,6,450.0,1,2021-10-07,38
1,0,49,1543.5,1,2021-10-07,38
2,0,6,16.0,1,2021-10-07,38
3,0,278,13844.49,1,2021-10-07,38
1,0,127,1097.59,0,2021-10-08,39
2,0,18,145.4,0,2021-10-08,39
3,0,708,7370.38,0,2021-10-08,39
0,0,6,450.0,1,2021-10-08,39
1,0,49,1543.5,1,2021-10-08,39
2,0,6,16.0,1,2021-10-08,39
3,0,278,13844.49,1,2021-10-08,39
1,0,127,1097.59,0,2021-10-09,40
2,0,18,145.4,0,2021-10-09,40
3,0,708,7370.38,0,2021-10-09,40
0,0,6,450.0,1,2021-10-09,40
1,0,49,1543.5,1,2021-10-09,40
2,0,6,16.0,1,2021-10-09,40
3,0,278,13844.49,1,2021-10-09,40
1,0,127,1097.59,0,2021-10-10,41
2,0,18,145.4,0,2021-10-10,41
3,0,708,7370.38,0,2021-10-10,41
0,0,6,450.0,1,2021-10-10,41
1,0,49,1543.5,1,2021-10-10,41
2,0,6,16.0,1,2021-10-10,41
3,0,278,13844.49,1,2021-10-10,41
1,0,127,1097.59,0,2021-10-11,42
2,0,18,145.4,0,2021-10-11,42
3,0,708,7370.38,0,2021-10-11,42
0,0,6,450.0,1,2021-10-11,42
1,0,49,1543.5,1,2021-10-11,42
2,0,6,16.0,1,2021-10-11,42
3,0,278,13844.49,1,2021-10-11,42
1,0,127,1097.59,0,2021-10-12,43
2,0,18,145.4,0,2021-10-12,43
3,0,708,7370.38,0,2021-10-12,43
0,0,6,450.0,1,2021-10-12,43
1,0,49,1543.5,1,2021-10-12,43
2,0,6,16.0,1,2021-10-12,43
3,0,278,13844.49,1,2021-10-12,43
1,0,127,1097.59,0,2021-10-13,44
2,0,18,145.4,0,2021-10-13,44
3,0,708,7370.38,0,2021-10-13,44
0,0,6,450.0,1,2021-10-13,44
1,0,49,1543.5,1,2021-10-13,44
2,0,6,16.0,1,2021-10-13,44
3,0,278,13844.49,1,2021-10-13,44
1,0,127,1097.59,0,2021-10-14,45
2,0,18,145.4,0,2021-10-14,45
3,0,708,7370.38,0,2021-10-14,45
0,0,6,450.0,1,2021-10-14,45
1,0,49,1543.5,1,2021-10-14,45
2,0,6,16.0,1,2021-10-14,45
3,0,278,13844.49,1,2021-10-14,45
1,0,127,1097.59,0,2021-10-15,46
2,0,18,145.4,0,2021-10-15,46
3,0,708,7370.38,0,2021-10-15,46
0,0,6,450.0,1,2021-10-15,46
1,0,49,1543.5,1,2021-10-15,46
2,0,6,16.0,1,2021-10-15,46
3,0,278,13844.49,1,2021-10-15,46
1,0,127,1097.59,0,2021-10-16,47
2,0,18,145.4,0,2021-10-16,47
3,0,708,7370.38,0,2021-10-16,47
0,0,6,450.0,1,2021-10-16,47
1,0,49,1543.5,1,2021-10-16,47
2,0,6,16.0,1,2021-10-16,47
3,0,278,13844.49,1,2021-10-16,47
1,0,127,1097.59,0,2021-10-17,48
2,0,18,145.4,0,2021-10-17,48
3,0,708,7370.38,0,2021-10-17,48
0,0,6,450.0,1,2021-10-17,48
1,0,49,1543.5,1,2021-10-17,48
2,0,6,16.0,1,2021-10-17,48
3,0,278,13844.49,1,2021-10-17,48
1,0,127,1097.59,0,2021-10-18,49
2,0,18,145.4,0,2021-10-18,49
3,0,708,7370.38,0,2021-10-18,49
0,0,6,450.0,1,2021-10-18,49
1,0,49,1543.5,1,2021-10-18,49
2,0,6,16.0,1,2021-10-18,49
3,0,278,13844.49,1,2021-10-18,49
1,0,127,1097.59,0,2021-10-19,50
2,0,18,145.4,0,2021-10-19,50
3,0,708,7370.38,0,2021-10-19,50
0,0,6,450.0,1,2021-10-19,50
1,0,49,1543.5,1,2021-10-19,50
2,0,6,16.0,1,2021-10-19,50
3,0,278,13844.49,1,2021-10-19,50
1,0,127,1097.59,0,2021-10-20,51
2,0,18,145.4,0,2021-10-20,51
3,0,708,7370.38,0,2021-10-20,51
0,0,6,450.0,1,2021-10-20,51
1,0,49,1543.5,1,2021-10-20,51
2,0,6,16.0,1,2021-10-20,51
3,0,278,13844.49,1,2021-10-20,51
1,0,127,1097.59,0,2021-10-21,52
2,0,18,145.4,0,2021-10-21,52
3,0,708,7370.38,0,2021-10-21,52
0,0,6,450.0,1,2021-10-21,52
1,0,49,1543.5,1,2021-10-21,52
2,0,7,17.5,1,2021-10-21,52
3,0,278,13844.49,1,2021-10-21,52
1,0,127,1097.59,0,2021-10-22,53
2,0,18,145.4,0,2021-10-22,53
3,0,708,7370.38,0,2021-10-22,53
0,0,6,450.0,1,2021-10-22,53
1,0,49,1543.5,1,2021-10-22,53
2,0,7,17.5,1,2021-10-22,53
3,0,278,13844.49,1,2021-10-22,53
1,0,127,1097.59,0,2021-10-23,54
2,0,18,145.4,0,2021-10-23,54
3,0,708,7370.38,0,2021-10-23,54
0,0,6,450.0,1,2021-10-23,54
1,0,49,1543.5,1,2021-10-23,54
2,0,7,17.5,1,2021-10-23,54
3,0,278,13844.49,1,2021-10-23,54
1,0,127,1097.59,0,2021-10-24,55
2,0,18,145.4,0,2021-10-24,55
3,0,708,7370.38,0,2021-10-24,55
0,0,6,450.0,1,2021-10-24,55
1,0,49,1543.5,1,2021-10-24,55
2,0,7,17.5,1,2021-10-24,55
3,0,278,13844.49,1,2021-10-24,55
1,0,127,1097.59,0,2021-10-25,56
2,0,18,145.4,0,2021-10-25,56
3,0,708,7370.38,0,2021-10-25,56
0,0,6,450.0,1,2021-10-25,56
1,0,49,1543.5,1,2021-10-25,56
2,0,7,17.5,1,2021-10-25,56
3,0,278,13844.49,1,2021-10-25,56
1,0,127,1097.59,0,2021-10-26,57
2,0,18,145.4,0,2021-10-26,57
3,0,708,7370.38,0,2021-10-26,57
0,0,6,450.0,1,2021-10-26,57
1,0,49,1543.5,1,2021-10-26,57
2,0,7,17.5,1,2021-10-26,57
3,0,278,13844.49,1,2021-10-26,57
1,0,127,1097.59,0,2021-10-27,58
2,0,18,145.4,0,2021-10-27,58
3,0,708,7370.38,0,2021-10-27,58
0,0,6,450.0,1,2021-10-27,58
1,0,49,1543.5,1,2021-10-27,58
2,0,7,17.5,1,2021-10-27,58
3,0,278,13844.49,1,2021-10-27,58
1,0,127,1097.59,0,2021-10-28,59
2,0,18,145.4,0,2021-10-28,59
3,0,708,7370.38,0,2021-10-28,59
0,0,6,450.0,1,2021-10-28,59
1,0,50,1548.0,1,2021-10-28,59
2,0,7,17.5,1,2021-10-28,59
3,0,278,13844.49,1,2021-10-28,59
1,0,127,1097.59,0,2021-10-29,60
2,0,18,145.4,0,2021-10-29,60
3,0,708,7370.38,0,2021-10-29,60
0,0,6,450.0,1,2021-10-29,60
1,0,50,1548.0,1,2021-10-29,60
2,0,7,17.5,1,2021-10-29,60
3,0,278,13844.49,1,2021-10-29,60
1,0,127,1097.59,0,2021-10-30,61
2,0,18,145.4,0,2021-10-30,61
3,0,708,7370.38,0,2021-10-30,61
0,0,6,450.0,1,2021-10-30,61
1,0,50,1548.0,1,2021-10-30,61
2,0,7,17.5,1,2021-10-30,61
3,0,278,13844.49,1,2021-10-30,61
1,0,127,1097.59,0,2021-10-31,62
2,0,19,151.9,0,2021-10-31,62
3,0,708,7370.38,0,2021-10-31,62
0,0,6,450.0,1,2021-10-31,62
1,0,50,1548.0,1,2021-10-31,62
2,0,7,17.5,1,2021-10-31,62
3,0,277,13837.99,1,2021-10-31,62
1,0,137,1256.89,0,2021-11-01,63
2,0,18,145.4,0,2021-11-01,63
3,0,719,7455.18,0,2021-11-01,63
0,0,5,400.0,1,2021-11-01,63
1,0,48,1437.0,1,2021-11-01,63
2,0,8,18.0,1,2021-11-01,63
3,0,267,13840.99,1,2021-11-01,63
1,0,137,1256.89,0,2021-11-02,64
2,0,18,145.4,0,2021-11-02,64
3,0,719,7455.18,0,2021-11-02,64
0,0,5,400.0,1,2021-11-02,64
1,0,48,1437.0,1,2021-11-02,64
2,0,8,18.0,1,2021-11-02,64
3,0,267,13840.99,1,2021-11-02,64
1,0,137,1256.89,0,2021-11-03,65
2,0,18,145.4,0,2021-11-03,65
3,0,719,7455.18,0,2021-11-03,65
0,0,5,400.0,1,2021-11-03,65
1,0,48,1437.0,1,2021-11-03,65
2,0,8,18.0,1,2021-11-03,65
3,0,267,13840.99,1,2021-11-03,65
1,0,137,1256.89,0,2021-11-04,66
2,0,18,145.4,0,2021-11-04,66
3,0,719,7455.18,0,2021-11-04,66
0,0,5,400.0,1,2021-11-04,66
1,0,48,1437.0,1,2021-11-04,66
2,0,8,18.0,1,2021-11-04,66
3,0,267,13840.99,1,2021-11-04,66
1,0,137,1256.89,0,2021-11-05,67
2,0,18,145.4,0,2021-11-05,67
3,0,719,7455.18,0,2021-11-05,67
0,0,5,400.0,1,2021-11-05,67
1,0,48,1437.0,1,2021-11-05,67
2,0,8,18.0,1,2021-11-05,67
3,0,267,13840.99,1,2021-11-05,67
1,0,137,1256.89,0,2021-11-06,68
2,0,19,149.9,0,2021-11-06,68
3,0,719,7455.18,0,2021-11-06,68
0,0,5,400.0,1,2021-11-06,68
1,0,47,1432.5,1,2021-11-06,68
2,0,8,18.0,1,2021-11-06,68
3,0,267,13840.99,1,2021-11-06,68
1,0,137,1256.89,0,2021-11-07,69
2,0,19,149.9,0,2021-11-07,69
3,0,719,7455.18,0,2021-11-07,69
0,0,5,400.0,1,2021-11-07,69
1,0,47,1432.5,1,2021-11-07,69
2,0,8,18.0,1,2021-11-07,69
3,0,267,13840.99,1,2021-11-07,69
1,0,137,1256.89,0,2021-11-08,70
2,0,19,149.9,0,2021-11-08,70
3,0,719,7455.18,0,2021-11-08,70
0,0,5,400.0,1,2021-11-08,70
1,0,47,1432.5,1,2021-11-08,70
2,0,8,18.0,1,2021-11-08,70
3,0,267,13840.99,1,2021-11-08,70
1,0,137,1256.89,0,2021-11-09,71
2,0,19,149.9,0,2021-11-09,71
3,0,719,7455.18,0,2021-11-09,71
0,0,5,400.0,1,2021-11-09,71
1,0,47,1432.5,1,2021-11-09,71
2,0,8,18.0,1,2021-11-09,71
3,0,267,13840.99,1,2021-11-09,71
1,0,136,1255.89,0,2021-11-10,72
2,0,20,150.9,0,2021-11-10,72
3,0,719,7455.18,0,2021-11-10,72
0,0,5,400.0,1,2021-11-10,72
1,0,47,1432.5,1,2021-11-10,72
2,0,8,18.0,1,2021-11-10,72
3,0,267,13840.99,1,2021-11-10,72
1,0,136,1255.89,0,2021-11-11,73
2,0,20,150.9,0,2021-11-11,73
3,0,719,7455.18,0,2021-11-11,73
0,0,5,400.0,1,2021-11-11,73
1,0,47,1432.5,1,2021-11-11,73
2,0,8,18.0,1,2021-11-11,73
3,0,267,13840.99,1,2021-11-11,73
1,0,136,1255.89,0,2021-11-12,74
2,0,20,150.9,0,2021-11-12,74
3,0,720,7467.18,0,2021-11-12,74
0,0,5,400.0,1,2021-11-12,74
1,0,47,1432.5,1,2021-11-12,74
2,0,8,18.0,1,2021-11-12,74
3,0,267,13840.99,1,2021-11-12,74
1,0,136,1255.89,0,2021-11-13,75
2,0,20,150.9,0,2021-11-13,75
3,0,720,7467.18,0,2021-11-13,75
0,0,5,400.0,1,2021-11-13,75
1,0,47,1432.5,1,2021-11-13,75
2,0,8,18.0,1,2021-11-13,75
3,0,267,13840.99,1,2021-11-13,75
1,0,136,1255.89,0,2021-11-14,76
2,0,20,150.9,0,2021-11-14,76
3,0,720,7467.18,0,2021-11-14,76
0,0,5,400.0,1,2021-11-14,76
1,0,47,1432.5,1,2021-11-14,76
2,0,8,18.0,1,2021-11-14,76
3,0,267,13840.99,1,2021-11-14,76
1,0,136,1255.89,0,2021-11-15,77
2,0,20,150.9,0,2021-11-15,77
3,0,720,7467.18,0,2021-11-15,77
0,0,5,400.0,1,2021-11-15,77
1,0,47,1432.5,1,2021-11-15,77
2,0,8,18.0,1,2021-11-15,77
3,0,267,13840.99,1,2021-11-15,77
1,0,136,1255.89,0,2021-11-16,78
2,0,20,150.9,0,2021-11-16,78
3,0,720,7467.18,0,2021-11-16,78
0,0,5,400.0,1,2021-11-16,78
1,0,47,1432.5,1,2021-11-16,78
2,0,8,18.0,1,2021-11-16,78
3,0,267,13840.99,1,2021-11-16,78
1,0,136,1255.89,0,2021-11-17,79
2,0,20,150.9,0,2021-11-17,79
3,0,720,7467.18,0,2021-11-17,79
0,0,5,400.0,1,2021-11-17,79
1,0,47,1432.5,1,2021-11-17,79
2,0,8,18.0,1,2021-11-17,79
3,0,267,13840.99,1,2021-11-17,79
1,0,136,1255.89,0,2021-11-18,80
2,0,21,155.4,0,2021-11-18,80
3,0,720,7467.18,0,2021-11-18,80
0,0,5,400.0,1,2021-11-18,80
1,0,46,1428.0,1,2021-11-18,80
2,0,7,15.0,1,2021-11-18,80
3,0,267,13840.99,1,2021-11-18,80
1,0,136,1255.89,0,2021-11-19,81
2,0,21,155.4,0,2021-11-19,81
3,0,720,7467.18,0,2021-11-19,81
0,0,5,400.0,1,2021-11-19,81
1,0,46,1428.0,1,2021-11-19,81
2,0,7,15.0,1,2021-11-19,81
3,0,267,13840.99,1,2021-11-19,81
1,0,136,1255.89,0,2021-11-20,82
2,0,21,155.4,0,2021-11-20,82
3,0,720,7467.18,0,2021-11-20,82
0,0,5,400.0,1,2021-11-20,82
1,0,46,1428.0,1,2021-11-20,82
2,0,7,15.0,1,2021-11-20,82
3,0,267,13840.99,1,2021-11-20,82
1,0,136,1255.89,0,2021-11-21,83
2,0,21,155.4,0,2021-11-21,83
3,0,720,7467.18,0,2021-11-21,83
0,0,5,400.0,1,2021-11-21,83
1,0,46,1428.0,1,2021-11-21,83
2,0,7,15.0,1,2021-11-21,83
3,0,267,13840.99,1,2021-11-21,83
1,0,136,1255.89,0,2021-11-22,84
2,0,21,155.4,0,2021-11-22,84
3,0,720,7467.18,0,2021-11-22,84
0,0,5,400.0,1,2021-11-22,84
1,0,46,1428.0,1,2021-11-22,84
2,0,7,15.0,1,2021-11-22,84
3,0,267,13840.99,1,2021-11-22,84
1,0,136,1255.89,0,2021-11-23,85
2,0,21,155.4,0,2021-11-23,85
3,0,720,7467.18,0,2021-11-23,85
0,0,5,400.0,1,2021-11-23,85
1,0,46,1428.0,1,2021-11-23,85
2,0,7,15.0,1,2021-11-23,85
3,0,267,13840.99,1,2021-11-23,85
1,0,136,1255.89,0,2021-11-24,86
2,0,21,155.4,0,2021-11-24,86
3,0,720,7467.18,0,2021-11-24,86
0,0,5,400.0,1,2021-11-24,86
1,0,46,1428.0,1,2021-11-24,86
2,0,7,15.0,1,2021-11-24,86
3,0,267,13840.99,1,2021-11-24,86
1,0,136,1255.89,0,2021-11-25,87
2,0,21,155.4,0,2021-11-25,87
3,0,720,7467.18,0,2021-11-25,87
0,0,5,400.0,1,2021-11-25,87
1,0,46,1428.0,1,2021-11-25,87
2,0,7,15.0,1,2021-11-25,87
3,0,267,13840.99,1,2021-11-25,87
1,0,136,1255.89,0,2021-11-26,88
2,0,21,155.4,0,2021-11-26,88
3,0,720,7467.18,0,2021-11-26,88
0,0,5,400.0,1,2021-11-26,88
1,0,46,1428.0,1,2021-11-26,88
2,0,7,15.0,1,2021-11-26,88
3,0,267,13840.99,1,2021-11-26,88
1,0,136,1255.89,0,2021-11-27,89
2,0,21,155.4,0,2021-11-27,89
3,0,720,7467.18,0,2021-11-27,89
0,0,5,400.0,1,2021-11-27,89
1,0,46,1428.0,1,2021-11-27,89
2,0,7,15.0,1,2021-11-27,89
3,0,267,13840.99,1,2021-11-27,89
1,0,136,1255.89,0,2021-11-28,90
2,0,21,155.4,0,2021-11-28,90
3,0,720,7467.18,0,2021-11-28,90
0,0,5,400.0,1,2021-11-28,90
1,0,46,1428.0,1,2021-11-28,90
2,0,7,15.0,1,2021-11-28,90
3,0,267,13840.99,1,2021-11-28,90
1,0,136,1255.89,0,2021-11-29,91
2,0,21,155.4,0,2021-11-29,91
3,0,720,7467.18,0,2021-11-29,91
0,0,5,400.0,1,2021-11-29,91
1,0,46,1428.0,1,2021-11-29,91
2,0,7,15.0,1,2021-11-29,91
3,0,267,13840.99,1,2021-11-29,91
1,0,136,1255.89,0,2021-11-30,92
2,0,21,155.4,0,2021-11-30,92
3,0,720,7467.18,0,2021-11-30,92
0,0,5,400.0,1,2021-11-30,92
1,0,46,1428.0,1,2021-11-30,92
2,0,7,15.0,1,2021-11-30,92
3,0,267,13840.99,1,2021-11-30,92
1,0,148,1336.69,0,2021-12-01,93
2,0,13,132.70000000000002,0,2021-12-01,93
3,0,743,7671.62,0,2021-12-01,93
0,0,5,400.0,1,2021-12-01,93
1,0,52,1564.5,1,2021-12-01,93
2,0,6,7.0,1,2021-12-01,93
3,0,264,13767.49,1,2021-12-01,93
1,0,148,1336.69,0,2021-12-02,94
2,0,13,132.70000000000002,0,2021-12-02,94
3,0,743,7671.62,0,2021-12-02,94
0,0,5,400.0,1,2021-12-02,94
1,0,52,1564.5,1,2021-12-02,94
2,0,6,7.0,1,2021-12-02,94
3,0,264,13767.49,1,2021-12-02,94
1,0,148,1336.69,0,2021-12-03,95
2,0,13,132.70000000000002,0,2021-12-03,95
3,0,743,7671.62,0,2021-12-03,95
0,0,5,400.0,1,2021-12-03,95
1,0,52,1564.5,1,2021-12-03,95
2,0,6,7.0,1,2021-12-03,95
3,0,264,13767.49,1,2021-12-03,95
1,0,148,1336.69,0,2021-12-04,96
2,0,13,132.70000000000002,0,2021-12-04,96
3,0,742,7668.62,0,2021-12-04,96
0,0,5,400.0,1,2021-12-04,96
1,0,52,1564.5,1,2021-12-04,96
2,0,6,7.0,1,2021-12-04,96
3,0,265,13770.49,1,2021-12-04,96
1,0,148,1336.69,0,2021-12-05,97
2,0,13,132.70000000000002,0,2021-12-05,97
3,0,742,7668.62,0,2021-12-05,97
0,0,5,400.0,1,2021-12-05,97
1,0,52,1564.5,1,2021-12-05,97
2,0,6,7.0,1,2021-12-05,97
3,0,265,13770.49,1,2021-12-05,97
1,0,148,1336.69,0,2021-12-06,98
2,0,13,132.70000000000002,0,2021-12-06,98
3,0,742,7668.62,0,2021-12-06,98
